,provider_name,provider_id,quarter,score
383,"Methodist Home for Children & Youth, TheArabella ",1016,Q2,105.13
384,"Methodist Home for Children & Youth, TheArabella ",1016,Q3,102.02
385,"Methodist Home for Children & Youth, TheArabella ",1016,Q4,99.94
386,"Methodist Home for Children & Youth,The dba Americus Group Home ",749,Q1,95.07
387,"Methodist Home for Children & Youth,The dba Americus Group Home ",749,Q2,92.82
388,"Methodist Home for Children & Youth,The dba Americus Group Home ",749,Q3,90.54
389,"Methodist Home for Children & Youth,The dba Americus Group Home ",749,Q4,94.44
390,"Methodist Home for Children & Youth,The dba St. Marys Group Home ",750,Q1,107.16
391,"Methodist Home for Children & Youth,The dba St. Marys Group Home ",750,Q2,106.89
392,"Methodist Home for Children & Youth,The dba St. Marys Group Home ",750,Q3,106.7
393,"Methodist Home for Children & Youth,The dba St. Marys Group Home ",750,Q4,105.03
394,"Methodist Home for Children & Youth, Thedba Valdosta Group Home ",752,Q1,108.8
395,"Methodist Home for Children & Youth, Thedba Valdosta Group Home ",752,Q2,105.23
396,"Methodist Home for Children & Youth, Thedba Valdosta Group Home ",752,Q3,109.04
397,"Methodist Home for Children & Youth, Thedba Valdosta Group Home ",752,Q4,102.32
398,"Methodist Home for Children & Youth,The Macon ",754,Q1,99.55
399,"Methodist Home for Children & Youth,The Macon ",754,Q2,97.39
400,"Methodist Home for Children & Youth,The Macon ",754,Q3,94.09
401,"Methodist Home for Children & Youth,The Macon ",754,Q4,97.8
402,"Methodist Home for Children & Youth, TheOur House at Carpenter's Way Ranch",1015,Q1,101.33
403,"Methodist Home for Children & Youth, TheOur House at Carpenter's Way Ranch",1015,Q2,102.79
404,"Methodist Home for Children & Youth, TheOur House at Carpenter's Way Ranch",1015,Q3,96.62
405,"Methodist Home for Children & Youth, TheOur House at Carpenter's Way Ranch",1015,Q4,100.79
406,"Methodist Home for Children & Youth,The STARS Program ",753,Q1,108.37
407,"Methodist Home for Children & Youth,The STARS Program ",753,Q2,107.38
408,"Methodist Home for Children & Youth,The STARS Program ",753,Q3,103.37
409,"Methodist Home for Children & Youth,The STARS Program ",753,Q4,109.33
410,Morningstar Children and FamilyServices Morningstar Youth EstateCenter-Residential Program ,764,Q1,99.1
411,Morningstar Children and FamilyServices Morningstar Youth EstateCenter-Residential Program ,764,Q2,88.31
412,Morningstar Children and FamilyServices Morningstar Youth EstateCenter-Residential Program ,764,Q3,85.6
413,Morningstar Children and FamilyServices Morningstar Youth EstateCenter-Residential Program ,764,Q4,100.44
414,"Mountain Top Boys' Home, Inc. ",888,Q1,99.85
415,"Mountain Top Boys' Home, Inc. ",888,Q2,98.86
416,"Mountain Top Boys' Home, Inc. ",888,Q3,104.62
417,"Mountain Top Boys' Home, Inc. ",888,Q4,90.3
418,Murphy-Harpst Children's Centers,770,Q1,99.55
419,Murphy-Harpst Children's Centers,770,Q2,99.44
420,Murphy-Harpst Children's Centers,770,Q3,95.75
421,Murphy-Harpst Children's Centers,770,Q4,98.51
422,North Georgia Angel House ,925,Q1,106.92
423,North Georgia Angel House ,925,Q2,105.42
424,North Georgia Angel House ,925,Q3,104.16
425,North Georgia Angel House ,925,Q4,106.28
426,North Georgia Angel House ILP ,5126,Q1,84.1
427,North Georgia Angel House ILP ,5126,Q2,74.98
428,North Georgia Angel House ILP ,5126,Q3,94.78
429,North Georgia Angel House ILP ,5126,Q4,92.46
430,Northwest Georgia Girls Home ,779,Q1,87.98
431,Northwest Georgia Girls Home ,779,Q2,90.22
432,Northwest Georgia Girls Home ,779,Q3,91.31
433,Northwest Georgia Girls Home ,779,Q4,84.21
434,Open Arms Bridge I - Miller Rd. ,787,Q1,78.38
435,Open Arms Bridge I - Miller Rd. ,787,Q2,81.84
436,Open Arms Bridge I - Miller Rd. ,787,Q3,75.12
437,Open Arms Bridge I - Miller Rd. ,787,Q4,79.39
438,Open Arms Children's Network dbaOrdered Steps Home for Girls ,4320,Q1,98.53
439,Open Arms Children's Network dbaOrdered Steps Home for Girls ,4320,Q2,97.19
440,Open Arms Children's Network dbaOrdered Steps Home for Girls ,4320,Q3,96.32
441,Open Arms Children's Network dbaOrdered Steps Home for Girls ,4320,Q4,103.9
442,"Open Arms of Blue Ridge, Inc. ",5135,Q1,98.75
443,"Open Arms of Blue Ridge, Inc. ",5135,Q2,87.09
444,"Open Arms of Blue Ridge, Inc. ",5135,Q3,82.21
445,"Open Arms of Blue Ridge, Inc. ",5135,Q4,89.44
446,Open Door Home Boys Annex LongTerm Program ,940,Q1,87.75
447,Open Door Home Boys Annex LongTerm Program ,940,Q2,91.15
448,Open Door Home Boys Annex LongTerm Program ,940,Q3,88.2
449,Open Door Home Boys Annex LongTerm Program ,940,Q4,90.68
450,Open Door Home Boys ILP ,5132,Q1,94.13
451,Open Door Home Boys ILP ,5132,Q2,54.85
452,Open Door Home Boys ILP ,5132,Q3,77.55
453,Open Door Home Boys ILP ,5132,Q4,65.13
454,Open Door Home Girls Annex LongTerm Program ,939,Q1,94.75
455,Open Door Home Girls Annex LongTerm Program ,939,Q2,96.34
456,Open Door Home Girls Annex LongTerm Program ,939,Q3,93.13
457,Open Door Home Girls Annex LongTerm Program ,939,Q4,93.98
458,Open Door Home Girls ILP ,5131,Q1,92.31
459,Open Door Home Girls ILP ,5131,Q2,64.4
460,Open Door Home Girls ILP ,5131,Q3,81.19
461,Open Door Home Girls ILP ,5131,Q4,100.81
462,Our House for Kids ,792,Q1,79.82
463,Our House for Kids ,792,Q2,83.46
464,Our House for Kids ,792,Q3,94.33
465,Our House for Kids ,792,Q4,103.45
466,Park Place Outreach (formerlyMarshland Foundation) ,732,Q1,102.04
467,Park Place Outreach (formerlyMarshland Foundation) ,732,Q2,98.41
468,Park Place Outreach (formerlyMarshland Foundation) ,732,Q3,101.95
469,Park Place Outreach (formerlyMarshland Foundation) ,732,Q4,98.52
470,Positive Growth Ponce De Leon Ave.,795,Q1,84.36
471,Positive Growth Ponce De Leon Ave.,795,Q2,85.05
472,Positive Growth Ponce De Leon Ave.,795,Q3,89.61
473,Positive Growth Ponce De Leon Ave.,795,Q4,82.08
474,Positive Growth Ponce de Leon Ave.II ,955,Q1,75.81
475,Positive Growth Ponce de Leon Ave.II ,955,Q2,89.83
476,Positive Growth Ponce de Leon Ave.II ,955,Q3,100.65
477,Positive Growth Ponce de Leon Ave.II ,955,Q4,96.76
478,Psychiatric Solutions (formerly HHCAugusta) Lighthouse of Augusta,726,Q1,71.44
479,Psychiatric Solutions (formerly HHCAugusta) Lighthouse of Augusta,726,Q2,72.95
480,Psychiatric Solutions (formerly HHCAugusta) Lighthouse of Augusta,726,Q3,72.56
481,Psychiatric Solutions (formerly HHCAugusta) Lighthouse of Augusta,726,Q4,77.85
482,Rainbow Children's Home ,809,Q1,92.47
483,Rainbow Children's Home ,809,Q2,85.37
484,Rainbow Children's Home ,809,Q3,86.31
485,Rainbow Children's Home ,809,Q4,84.66
486,Rainbow House Emergency Shelter forChildren ,810,Q1,82.13
487,Rainbow House Emergency Shelter forChildren ,810,Q2,82.03
488,Rainbow House Emergency Shelter forChildren ,810,Q3,61.67
489,Rainbow House Emergency Shelter forChildren ,810,Q4,80.86
490,Raintree Village Lowndes County,811,Q1,84.61
491,Raintree Village Lowndes County,811,Q2,92.81
492,Raintree Village Lowndes County,811,Q3,96.82
493,Raintree Village Lowndes County,811,Q4,93.34
494,Raintree Village Second Chance,4587,Q1,90.85
495,Raintree Village Second Chance,4587,Q2,92.08
496,Raintree Village Second Chance,4587,Q3,97.81
497,Raintree Village Second Chance,4587,Q4,96.79
498,"Refuge House, The ",945,Q1,96.12
499,"Refuge House, The ",945,Q2,98.62
500,"Refuge House, The ",945,Q3,95.57
501,"Refuge House, The ",945,Q4,92.72
502,"Res-Care, Inc. (formerly AlternativeYouth Services, Inc.) dba GeorgiaCenter for Youth ",667,Q1,80.21
503,"Res-Care, Inc. (formerly AlternativeYouth Services, Inc.) dba GeorgiaCenter for Youth ",667,Q2,86.43
504,"Res-Care, Inc. (formerly AlternativeYouth Services, Inc.) dba GeorgiaCenter for Youth ",667,Q3,86.26
505,"Res-Care, Inc. (formerly AlternativeYouth Services, Inc.) dba GeorgiaCenter for Youth ",667,Q4,85.72
506,"Safe Harbor Children's Center, Inc.",820,Q1,98.79
507,"Safe Harbor Children's Center, Inc.",820,Q2,99.05
508,"Safe Harbor Children's Center, Inc.",820,Q3,99.88
509,"Safe Harbor Children's Center, Inc.",820,Q4,103.21
510,Seeds of Excellence ,5154,Q2,105.61
511,Seeds of Excellence ,5154,Q3,100.63
512,Seeds of Excellence ,5154,Q4,85.14
513,Smith Group Home ,824,Q1,101.08
514,Smith Group Home ,824,Q2,100.24
515,Smith Group Home ,824,Q3,104.57
516,Smith Group Home ,824,Q4,106.05
517,Star Island ,1021,Q1,89.34
518,Star Island ,1021,Q2,89.78
519,Star Island ,1021,Q3,67.6
520,Star Island ,1021,Q4,81.86
521,Stroman Account & Property dba MySister's Keeper ,892,Q1,101.94
522,Stroman Account & Property dba MySister's Keeper ,892,Q2,97.54
523,Stroman Account & Property dba MySister's Keeper ,892,Q3,98.62
524,Stroman Account & Property dba MySister's Keeper ,892,Q4,101.51
525,Stroman Account & Property ILPCollege Park ,5157,Q2,40.58
526,Stroman Account & Property ILPCollege Park ,5157,Q3,44.42
527,Stroman Account & Property ILPCollege Park ,5157,Q4,92.76
528,Stroman Account & Property ILPUnion City ,5156,Q3,47.34
529,Stroman Account & Property ILPUnion City ,5156,Q4,80.99
530,Taking A Step Beyond ,5158,Q2,94.77
531,Taking A Step Beyond ,5158,Q3,96.07
532,Taking A Step Beyond ,5158,Q4,98.71
533,"Treutlen House at New Ebenezer,Inc. ",4228,Q1,99.43
534,"Treutlen House at New Ebenezer,Inc. ",4228,Q2,100.96
535,"Treutlen House at New Ebenezer,Inc. ",4228,Q3,91.72
536,"Treutlen House at New Ebenezer,Inc. ",4228,Q4,100.8
537,Turning Point Homes Ahmonie'sCottage ,1003,Q1,90.16
538,Turning Point Homes Ahmonie'sCottage ,1003,Q2,87.3
539,Turning Point Homes Ahmonie'sCottage ,1003,Q3,81.35
540,Turning Point Homes Ahmonie'sCottage ,1003,Q4,92.54
541,Turning Point Homes Callahan'sCottage ,828,Q1,85.1
542,Turning Point Homes Callahan'sCottage ,828,Q2,81.72
543,Turning Point Homes Callahan'sCottage ,828,Q3,74.47
544,Turning Point Homes Callahan'sCottage ,828,Q4,82.78
545,Turning Point Homes FrancoisCottage ,829,Q1,86.94
546,Turning Point Homes FrancoisCottage ,829,Q2,79.18
547,Turning Point Homes FrancoisCottage ,829,Q3,87.11
548,Turning Point Homes FrancoisCottage ,829,Q4,74.2
549,Turning Point Homes IndependentLiving Program ,832,Q1,47.62
550,Turning Point Homes IndependentLiving Program ,832,Q2,40.21
551,Turning Point Homes IndependentLiving Program ,832,Q3,36.28
552,Turning Point Homes IndependentLiving Program ,832,Q4,63.65
553,Turning Point Homes Joshua CottageI ,830,Q1,98.33
554,Turning Point Homes Turning PointCottage ,833,Q1,77.55
555,Turning Point Homes Turning PointCottage ,833,Q2,73.16
556,Turning Point Homes Turning PointCottage ,833,Q3,79.41
557,Turning Point Homes Turning PointCottage ,833,Q4,69.75
558,Twin Cedars Youth Services(formerly Georgia IndustrialChildren's Home) Campus of TwinCedar Youth Service ,4340,Q1,86.41
559,Twin Cedars Youth Services(formerly Georgia IndustrialChildren's Home) Campus of TwinCedar Youth Service ,4340,Q2,98.94
560,Twin Cedars Youth Services(formerly Georgia IndustrialChildren's Home) Campus of TwinCedar Youth Service ,4340,Q3,95.88
561,Twin Cedars Youth Services(formerly Georgia IndustrialChildren's Home) Campus of TwinCedar Youth Service ,4340,Q4,105.28
562,Twin Cedars Youth Services AnneElizabeth Shepherd ,835,Q1,89.73
563,Twin Cedars Youth Services AnneElizabeth Shepherd ,835,Q2,91.49
564,Twin Cedars Youth Services AnneElizabeth Shepherd ,835,Q3,95.49
565,Twin Cedars Youth Services AnneElizabeth Shepherd ,835,Q4,96.56
566,Twin Cedars Youth Services AnnetteBoyd Group Home ,838,Q1,105.01
567,Twin Cedars Youth Services AnnetteBoyd Group Home ,838,Q2,100.78
568,Twin Cedars Youth Services AnnetteBoyd Group Home ,838,Q3,102.93
569,Twin Cedars Youth Services AnnetteBoyd Group Home ,838,Q4,106.02
570,Twin Cedars Youth Services BradfieldCenter ,846,Q1,90.09
571,Twin Cedars Youth Services BradfieldCenter ,846,Q2,95.73
572,Twin Cedars Youth Services BradfieldCenter ,846,Q3,96.45
573,Twin Cedars Youth Services BradfieldCenter ,846,Q4,95.05
574,Twin Cedars Youth ServicesConnections ,837,Q1,102.12
575,Twin Cedars Youth ServicesConnections ,837,Q2,104.27
576,Twin Cedars Youth ServicesConnections ,837,Q3,107.27
577,Twin Cedars Youth ServicesConnections ,837,Q4,107.05
578,Twin Cedars Youth ServicesMagnolia Second Chance Home ,844,Q1,93.52
579,Twin Cedars Youth ServicesMagnolia Second Chance Home ,844,Q2,94.85
580,Twin Cedars Youth ServicesMagnolia Second Chance Home ,844,Q3,102.43
581,Twin Cedars Youth ServicesMagnolia Second Chance Home ,844,Q4,97.14
582,Twin Cedars Youth Services RealityHouse ,841,Q1,104.33
583,Twin Cedars Youth Services RealityHouse ,841,Q2,99.09
584,Twin Cedars Youth Services RealityHouse ,841,Q3,105.42
585,Twin Cedars Youth Services RealityHouse ,841,Q4,101.32
586,Twin Cedars Youth ServicesWeracoba Second Chance Home,937,Q1,87.86
587,Twin Cedars Youth ServicesWeracoba Second Chance Home,937,Q2,86.55
588,Twin Cedars Youth ServicesWeracoba Second Chance Home,937,Q3,91.03
589,Twin Cedars Youth ServicesWeracoba Second Chance Home,937,Q4,85.73
590,United Methodist Children Home ofthe North GA ConferenceIndependent Living Program ,4428,Q1,95.76
591,United Methodist Children Home ofthe North GA ConferenceIndependent Living Program ,4428,Q2,100.12
592,United Methodist Children Home ofthe North GA ConferenceIndependent Living Program ,4428,Q3,94.2
593,United Methodist Children Home ofthe North GA ConferenceIndependent Living Program ,4428,Q4,97.75
594,United Methodist Children Home ofthe North GA Conference On-CampusTransitional Living Program (Hybrid),849,Q1,100.78
595,United Methodist Children Home ofthe North GA Conference On-CampusTransitional Living Program (Hybrid),849,Q2,100.98
596,United Methodist Children Home ofthe North GA Conference On-CampusTransitional Living Program (Hybrid),849,Q3,102.36
597,United Methodist Children Home ofthe North GA Conference On-CampusTransitional Living Program (Hybrid),849,Q4,101.1
598,United Methodist Children Home ofthe North GA Conference SecondChance ,5123,Q1,102.92
599,Vanessa's Place ,5162,Q2,74.0
600,Vanessa's Place ,5162,Q3,74.0
601,Vanessa's Place ,5162,Q4,83.82
602,"Vashti Center, The ",852,Q1,97.65
603,"Vashti Center, The ",852,Q2,99.33
604,"Vashti Center, The ",852,Q3,104.16
605,"Vashti Center, The ",852,Q4,95.46
606,Vision Youth Services Boys ,5125,Q1,85.23
607,Vision Youth Services Boys ,5125,Q2,89.06
608,Vision Youth Services Boys ,5125,Q3,85.43
609,Vision Youth Services Boys ,5125,Q4,97.43
610,Vision Youth Services Girls ,5124,Q1,85.17
611,Vision Youth Services Girls ,5124,Q2,87.17
612,Vision Youth Services Girls ,5124,Q3,78.11
613,Vision Youth Services Girls ,5124,Q4,81.64
614,Visions of Hope for Boys ,978,Q1,90.5
615,Visions of Hope for Boys ,978,Q2,90.2
616,Visions of Hope for Boys ,978,Q3,95.29
617,Visions of Hope for Boys ,978,Q4,83.83
618,"Wellspring Living, Inc. ",5168,Q3,65.27
619,"Wellspring Living, Inc. ",5168,Q4,78.53
620,"Young Adult Guidance Center, The",860,Q1,74.81
621,"Young Adult Guidance Center, The",860,Q2,68.39
622,"Young Adult Guidance Center, The",860,Q3,64.75
623,"Young Adult Guidance Center, The",860,Q4,74.48
624,Youth Villages (Inner HarbourCampus) Douglas Center: Girls ,624,Q1,97.87
625,Youth Villages (Inner HarbourCampus) Douglas Center: Girls ,624,Q2,102.94
626,Youth Villages (Inner HarbourCampus) Douglas Center: Girls ,624,Q3,102.1
627,Youth Villages (Inner HarbourCampus) Douglas Center: Girls ,624,Q4,99.59
628,Youth Villages (Inner HarbourCampus) Douglasville: The RanchBoys ,711,Q1,85.7
629,Youth Villages (Inner HarbourCampus) Douglasville: The RanchBoys ,711,Q2,77.8
630,Youth Villages (Inner HarbourCampus) Douglasville: The RanchBoys ,711,Q3,95.52
631,Youth Villages (Inner HarbourCampus) Douglasville: The RanchBoys ,711,Q4,104.35
632,Youth Villages (Inner HarbourCampus) EXCEL Program: Boys,1027,Q1,87.83
633,Youth Villages (Inner HarbourCampus) EXCEL Program: Boys,1027,Q2,82.99
634,Youth Villages (Inner HarbourCampus) EXCEL Program: Boys,1027,Q3,62.86
635,Youth Villages (Inner HarbourCampus) EXCEL Program: Boys,1027,Q4,99.63
636,All God's Children ,861,Q1,73.62
637,All God's Children ,861,Q2,72.01
638,All God's Children ,861,Q3,69.04
639,All God's Children ,861,Q4,84.76
640,"ALR Family Services, Inc. ",5140,Q1,92.84
641,"ALR Family Services, Inc. ",5140,Q2,93.33
642,"ALR Family Services, Inc. ",5140,Q3,91.38
643,"ALR Family Services, Inc. ",5140,Q4,87.53
644,"Benchmark Family Services, Inc (formerlyLifeway for Youth) ",973,Q1,95.28
645,"Benchmark Family Services, Inc (formerlyLifeway for Youth) ",973,Q2,94.45
646,"Benchmark Family Services, Inc (formerlyLifeway for Youth) ",973,Q3,90.36
647,"Benchmark Family Services, Inc (formerlyLifeway for Youth) ",973,Q4,94.03
648,"Benchmark Family Services, IncBrunswick ",5149,Q1,69.88
649,"Benchmark Family Services, IncBrunswick ",5149,Q2,66.03
650,"Benchmark Family Services, IncBrunswick ",5149,Q3,96.7
651,"Benchmark Family Services, IncBrunswick ",5149,Q4,96.86
652,"Benchmark Family Services, IncColumbus ",5113,Q1,93.25
653,"Benchmark Family Services, IncColumbus ",5113,Q2,93.84
654,"Benchmark Family Services, IncColumbus ",5113,Q3,89.08
655,"Benchmark Family Services, IncColumbus ",5113,Q4,93.23
656,"Benchmark Family Services, IncLawrenceville ",5112,Q1,92.83
657,"Benchmark Family Services, IncLawrenceville ",5112,Q2,93.45
658,"Benchmark Family Services, IncLawrenceville ",5112,Q3,91.64
659,"Benchmark Family Services, IncLawrenceville ",5112,Q4,92.66
660,Bethany Christian Services Atlanta ,573,Q1,81.64
661,Bethany Christian Services Atlanta ,573,Q2,72.4
662,Bethany Christian Services Atlanta ,573,Q3,81.62
663,Bethany Christian Services Atlanta ,573,Q4,75.91
664,Bethany Christian Services Columbus,574,Q1,93.27
665,Bethany Christian Services Columbus,574,Q2,83.71
666,Bethany Christian Services Columbus,574,Q3,88.4
667,Bethany Christian Services Columbus,574,Q4,88.52
668,"Care4All Children Services, Inc. Care4AllChildren Services, Inc. ",5147,Q1,89.43
669,"Care4All Children Services, Inc. Care4AllChildren Services, Inc. ",5147,Q2,92.42
670,"Care4All Children Services, Inc. Care4AllChildren Services, Inc. ",5147,Q3,92.16
671,"Care4All Children Services, Inc. Care4AllChildren Services, Inc. ",5147,Q4,87.32
672,"Childkind, Inc ",583,Q1,104.84
673,"Childkind, Inc ",583,Q2,102.53
674,"Childkind, Inc ",583,Q3,100.5
675,"Childkind, Inc ",583,Q4,103.17
676,Choices for Life Of GA Valdosta ,943,Q1,105.14
677,Choices for Life Of GA Valdosta ,943,Q2,104.38
678,Choices for Life Of GA Valdosta ,943,Q3,102.96
679,Choices for Life Of GA Valdosta ,943,Q4,105.49
680,"CHRIS Kids, Inc. DBA: GatewayFoster Care ",5166,Q2,0.0
681,"CHRIS Kids, Inc. DBA: GatewayFoster Care ",5166,Q3,0.0
682,"CHRIS Kids, Inc. DBA: GatewayFoster Care ",5166,Q4,43.79
683,Community Connections ,586,Q1,101.39
684,Community Connections ,586,Q2,100.94
685,Community Connections ,586,Q3,105.29
686,Community Connections ,586,Q4,105.27
687,Creative Community Services ,612,Q1,87.44
688,Creative Community Services ,612,Q2,85.11
689,Creative Community Services ,612,Q3,79.92
690,Creative Community Services ,612,Q4,84.39
691,Devereux GA Treatment NetworkSpecialty Foster Care ,621,Q1,104.26
692,Devereux GA Treatment NetworkSpecialty Foster Care ,621,Q2,101.08
693,Devereux GA Treatment NetworkSpecialty Foster Care ,621,Q3,97.5
694,Devereux GA Treatment NetworkSpecialty Foster Care ,621,Q4,98.5
695,Elks Aidmore Children's Center Child Placing Agency ,5120,Q1,88.43
696,Elks Aidmore Children's Center Child Placing Agency ,5120,Q2,91.87
697,Elks Aidmore Children's Center Child Placing Agency ,5120,Q3,89.14
698,Elks Aidmore Children's Center Child Placing Agency ,5120,Q4,79.81
699,"ENA, Inc., dba NECCO (formerly GASAFE) Albany ",672,Q1,102.52
700,"ENA, Inc., dba NECCO (formerly GASAFE) Albany ",672,Q2,104.85
701,"ENA, Inc., dba NECCO (formerly GASAFE) Albany ",672,Q3,104.4
702,"ENA, Inc., dba NECCO (formerly GASAFE) Albany ",672,Q4,92.66
703,"ENA, Inc., dba NECCO (formerly GASAFE) Jonesboro ",4289,Q1,94.23
704,"ENA, Inc., dba NECCO (formerly GASAFE) Jonesboro ",4289,Q2,92.78
705,"ENA, Inc., dba NECCO (formerly GASAFE) Jonesboro ",4289,Q3,90.46
706,"ENA, Inc., dba NECCO (formerly GASAFE) Jonesboro ",4289,Q4,81.7
707,"ENA, Inc., dba NECCO (formerly GASAFE) Macon ",675,Q1,87.47
708,"ENA, Inc., dba NECCO (formerly GASAFE) Macon ",675,Q2,84.64
709,"ENA, Inc., dba NECCO (formerly GASAFE) Macon ",675,Q3,91.6
710,"ENA, Inc., dba NECCO (formerly GASAFE) Macon ",675,Q4,92.76
711,"ENA, Inc., dba NECCO (formerly GASAFE) Martinez ",673,Q1,94.24
712,"ENA, Inc., dba NECCO (formerly GASAFE) Martinez ",673,Q2,92.4
713,"ENA, Inc., dba NECCO (formerly GASAFE) Martinez ",673,Q3,93.68
714,"ENA, Inc., dba NECCO (formerly GASAFE) Martinez ",673,Q4,91.68
715,Faithbridge Foster Care ,974,Q1,99.84
716,Faithbridge Foster Care ,974,Q2,94.3
717,Faithbridge Foster Care ,974,Q3,95.25
718,Faithbridge Foster Care ,974,Q4,95.21
719,Families First Foster Care Program,639,Q1,93.62
720,Families First Foster Care Program,639,Q2,94.48
721,Families First Foster Care Program,639,Q3,94.58
722,Families First Foster Care Program,639,Q4,85.85
723,Georgia Agape ,655,Q1,97.8
724,Georgia Agape ,655,Q2,91.12
725,Georgia Agape ,655,Q3,96.31
726,Georgia Agape ,655,Q4,101.43
727,Georgia Baptist Children's Home &Family Ministries Fayette Program:Grace for Children ,1024,Q1,100.06
728,Georgia Baptist Children's Home &Family Ministries Fayette Program:Grace for Children ,1024,Q2,103.56
729,Georgia Baptist Children's Home &Family Ministries Fayette Program:Grace for Children ,1024,Q3,98.87
730,Georgia Baptist Children's Home &Family Ministries Fayette Program:Grace for Children ,1024,Q4,107.06
731,Georgia Parent Support Network ,670,Q1,99.82
732,Georgia Parent Support Network ,670,Q2,103.76
733,Georgia Parent Support Network ,670,Q3,100.61
734,Georgia Parent Support Network ,670,Q4,100.01
735,Giving Children A Chance of Georgia,981,Q1,102.08
736,Giving Children A Chance of Georgia,981,Q2,95.88
737,Giving Children A Chance of Georgia,981,Q3,100.56
738,Giving Children A Chance of Georgia,981,Q4,100.64
739,Hillside Connections Program ,700,Q1,95.67
740,Hillside Connections Program ,700,Q2,95.56
741,Hillside Connections Program ,700,Q3,90.88
742,Hillside Connections Program ,700,Q4,87.95
743,Laurel Heights Hospital -UniversalHealth Laurel Heights CPA ,722,Q1,81.32
744,Laurel Heights Hospital -UniversalHealth Laurel Heights CPA ,722,Q2,85.65
745,Laurel Heights Hospital -UniversalHealth Laurel Heights CPA ,722,Q3,81.79
746,Laurel Heights Hospital -UniversalHealth Laurel Heights CPA ,722,Q4,75.31
747,Lighthouse Therapeutic Foster Care,727,Q1,90.06
748,Lighthouse Therapeutic Foster Care,727,Q2,97.1
749,Lighthouse Therapeutic Foster Care,727,Q3,94.37
750,Lighthouse Therapeutic Foster Care,727,Q4,92.21
751,Lookout Mountain CommunityServices Board TREKProgram/Fayetteville ,5146,Q1,52.0
752,Lookout Mountain CommunityServices Board TREKProgram/Fayetteville ,5146,Q2,104.0
753,Lookout Mountain CommunityServices Board TREKProgram/Fayetteville ,5146,Q3,98.15
754,Lookout Mountain CommunityServices Board TREKProgram/Fayetteville ,5146,Q4,83.94
755,Lookout Mountain CommunityServices Board TREKProgram/Ft.Oglethorpe ,876,Q1,92.31
756,Lookout Mountain CommunityServices Board TREKProgram/Ft.Oglethorpe ,876,Q2,97.88
757,Lookout Mountain CommunityServices Board TREKProgram/Ft.Oglethorpe ,876,Q3,94.54
758,Lookout Mountain CommunityServices Board TREKProgram/Ft.Oglethorpe ,876,Q4,93.02
759,Lutheran Services of GeorgiaLutheran of Albany ,731,Q1,96.66
760,Lutheran Services of GeorgiaLutheran of Albany ,731,Q2,91.54
761,Lutheran Services of GeorgiaLutheran of Albany ,731,Q3,94.89
762,Lutheran Services of GeorgiaLutheran of Albany ,731,Q4,96.79
763,Lutheran Services of Georgia Lutheran of Atlanta,728,Q1,97.29
764,Lutheran Services of Georgia Lutheran of Atlanta,728,Q2,97.28
765,Lutheran Services of Georgia Lutheran of Atlanta,728,Q3,98.9
766,Lutheran Services of Georgia Lutheran of Atlanta,728,Q4,90.24
767,Lutheran Services of GeorgiaLutheran of Rome ,4381,Q1,94.54
768,Lutheran Services of GeorgiaLutheran of Rome ,4381,Q2,95.57
769,Lutheran Services of GeorgiaLutheran of Rome ,4381,Q3,93.47
770,Lutheran Services of GeorgiaLutheran of Rome ,4381,Q4,95.41
771,Lutheran Services of GeorgiaLutheran of Savannah ,730,Q1,91.82
772,Lutheran Services of GeorgiaLutheran of Savannah ,730,Q2,92.44
773,Lutheran Services of GeorgiaLutheran of Savannah ,730,Q3,95.35
774,Lutheran Services of GeorgiaLutheran of Savannah ,730,Q4,95.93
775,Mentor Network Mentor Albany ,733,Q1,89.9
776,Mentor Network Mentor Albany ,733,Q2,90.36
777,Mentor Network Mentor Albany ,733,Q3,90.11
778,Mentor Network Mentor Albany ,733,Q4,88.05
779,Mentor Network Mentor Athens ,734,Q1,85.49
780,Mentor Network Mentor Athens ,734,Q2,90.17
781,Mentor Network Mentor Athens ,734,Q3,84.69
782,Mentor Network Mentor Athens ,734,Q4,84.25
783,Mentor Network Mentor Atlanta ,736,Q1,82.8
784,Mentor Network Mentor Atlanta ,736,Q2,83.62
785,Mentor Network Mentor Atlanta ,736,Q3,83.84
786,Mentor Network Mentor Atlanta ,736,Q4,76.26
787,Mentor Network Mentor Augusta,737,Q1,90.5
788,Mentor Network Mentor Augusta,737,Q2,98.54
789,Mentor Network Mentor Augusta,737,Q3,94.62
790,Mentor Network Mentor Augusta,737,Q4,80.09
791,Mentor Network Mentor Macon ,740,Q1,90.31
792,Mentor Network Mentor Macon ,740,Q2,88.45
793,Mentor Network Mentor Macon ,740,Q3,87.66
794,Mentor Network Mentor Macon ,740,Q4,94.46
795,Mentor Network Mentor Savannah ,742,Q1,83.98
796,Mentor Network Mentor Savannah ,742,Q2,89.31
797,Mentor Network Mentor Savannah ,742,Q3,88.8
798,Mentor Network Mentor Savannah ,742,Q4,79.42
799,"Meritan, Inc. d/b/a Meritan Stepping StonesCartersville ",680,Q1,91.43
800,"Meritan, Inc. d/b/a Meritan Stepping StonesCartersville ",680,Q2,90.14
801,"Meritan, Inc. d/b/a Meritan Stepping StonesCartersville ",680,Q3,84.46
802,"Meritan, Inc. d/b/a Meritan Stepping StonesCartersville ",680,Q4,92.33
